file,file_name,stem,best_mode,best_awmae,original_cast__n_gt,original_cast__n_pred_rows,original_cast__n_unique_pred_ids,original_cast__duplicate_pred_ids,original_cast__missing_in_pred,original_cast__extra_in_pred,original_cast__coverage_ratio,original_cast__negative_team_pred_raw,original_cast__negative_opp_pred_raw,original_cast__team_pred_raw_min,original_cast__team_pred_raw_max,original_cast__opp_pred_raw_min,original_cast__opp_pred_raw_max,original_cast__awmae,original_cast__awmae_unweighted,original_cast__mae_base,original_cast__mean_official_loss_unweighted,original_cast__uses_tournament_weight,original_cast__tournament_weight_mean,original_cast__tournament_weight_min,original_cast__tournament_weight_max,original_cast__weight_sum,original_cast__exact_rate,original_cast__outcome_rate,original_cast__gd_rate,original_cast__avg_penalty_exact,original_cast__avg_penalty_outcome,original_cast__avg_penalty_gd,original_cast__avg_penalty_total,original_cast__team_bias_mean,original_cast__opp_bias_mean,original_cast__team_abs_err_mean,original_cast__opp_abs_err_mean,original_cast__total_goals_abs_err_mean,original_cast__goal_diff_abs_err_mean,round_clip__n_gt,round_clip__n_pred_rows,round_clip__n_unique_pred_ids,round_clip__duplicate_pred_ids,round_clip__missing_in_pred,round_clip__extra_in_pred,round_clip__coverage_ratio,round_clip__negative_team_pred_raw,round_clip__negative_opp_pred_raw,round_clip__team_pred_raw_min,round_clip__team_pred_raw_max,round_clip__opp_pred_raw_min,round_clip__opp_pred_raw_max,round_clip__awmae,round_clip__awmae_unweighted,round_clip__mae_base,round_clip__mean_official_loss_unweighted,round_clip__uses_tournament_weight,round_clip__tournament_weight_mean,round_clip__tournament_weight_min,round_clip__tournament_weight_max,round_clip__weight_sum,round_clip__exact_rate,round_clip__outcome_rate,round_clip__gd_rate,round_clip__avg_penalty_exact,round_clip__avg_penalty_outcome,round_clip__avg_penalty_gd,round_clip__avg_penalty_total,round_clip__team_bias_mean,round_clip__opp_bias_mean,round_clip__team_abs_err_mean,round_clip__opp_abs_err_mean,round_clip__total_goals_abs_err_mean,round_clip__goal_diff_abs_err_mean,status,error
submission_exp12l_l4_exp39_plus_gd_patch_cap0025.csv,submission_exp12l_l4_exp39_plus_gd_patch_cap0025.csv,submission_exp12l_l4_exp39_plus_gd_patch_cap0025,original_cast,2.9591399676654597,42422,42422,42422,0,0,0,1.0,0,0,0.0,10.0,0.0,10.0,2.9591399676654597,2.9782492812323333,1.0283107821413418,2.9782492812323333,True,1.323230399321107,0.96,2.0,56134.08,0.10744425062467587,0.584272311536467,0.22837207109518645,0.2677667248125972,0.10393192211588327,0.11574418933572202,0.4874428362642026,-0.24310499269247088,-0.24310499269247088,1.0283107821413418,1.0283107821413418,1.610437980293244,1.597048701145632,42422,42422,42422,0,0,0,1.0,0,0,0.0,10.0,0.0,10.0,2.9591399676654597,2.9782492812323333,1.0283107821413418,2.9782492812323333,True,1.323230399321107,0.96,2.0,56134.08,0.10744425062467587,0.584272311536467,0.22837207109518645,0.2677667248125972,0.10393192211588327,0.11574418933572202,0.4874428362642026,-0.24310499269247088,-0.24310499269247088,1.0283107821413418,1.0283107821413418,1.610437980293244,1.597048701145632,ok,
