file,file_name,stem,best_mode,best_awmae,original_cast__n_gt,original_cast__n_pred_rows,original_cast__n_unique_pred_ids,original_cast__duplicate_pred_ids,original_cast__missing_in_pred,original_cast__extra_in_pred,original_cast__coverage_ratio,original_cast__negative_team_pred_raw,original_cast__negative_opp_pred_raw,original_cast__team_pred_raw_min,original_cast__team_pred_raw_max,original_cast__opp_pred_raw_min,original_cast__opp_pred_raw_max,original_cast__awmae,original_cast__mae_base,original_cast__mean_official_loss_unweighted,original_cast__exact_rate,original_cast__outcome_rate,original_cast__gd_rate,original_cast__avg_penalty_exact,original_cast__avg_penalty_outcome,original_cast__avg_penalty_gd,original_cast__avg_penalty_total,original_cast__team_bias_mean,original_cast__opp_bias_mean,original_cast__team_abs_err_mean,original_cast__opp_abs_err_mean,original_cast__total_goals_abs_err_mean,original_cast__goal_diff_abs_err_mean,round_clip__n_gt,round_clip__n_pred_rows,round_clip__n_unique_pred_ids,round_clip__duplicate_pred_ids,round_clip__missing_in_pred,round_clip__extra_in_pred,round_clip__coverage_ratio,round_clip__negative_team_pred_raw,round_clip__negative_opp_pred_raw,round_clip__team_pred_raw_min,round_clip__team_pred_raw_max,round_clip__opp_pred_raw_min,round_clip__opp_pred_raw_max,round_clip__awmae,round_clip__mae_base,round_clip__mean_official_loss_unweighted,round_clip__exact_rate,round_clip__outcome_rate,round_clip__gd_rate,round_clip__avg_penalty_exact,round_clip__avg_penalty_outcome,round_clip__avg_penalty_gd,round_clip__avg_penalty_total,round_clip__team_bias_mean,round_clip__opp_bias_mean,round_clip__team_abs_err_mean,round_clip__opp_abs_err_mean,round_clip__total_goals_abs_err_mean,round_clip__goal_diff_abs_err_mean,status,error
submission_exp11d_best_safe.csv,submission_exp11d_best_safe.csv,submission_exp11d_best_safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,"Prediction file: submission_exp11d_best_safe.csv tidak memiliki kolom wajib: ['Id']. Kolom yang tersedia: ['id', 'team_goals', 'opp_goals']"
